node_id,tipo,etiqueta,grado,grado_ponderado,canal,categoria,visualizaciones,handle
a:UCcfdg8crmMJwEuLUsAhV7yg,autor,@RolandoRaguay,1,1,,,,/@RolandoRaguay
a:UC6Uj1FT5JjDSF8vudvDxPAA,autor,@alfredoortega9264,1,1,,,,/@alfredoortega9264
a:UCj-LL25XJnjxepPKCc3NGog,autor,@anaaguirre8985,1,1,,,,/@anaaguirre8985
a:UC1DpqK6vaPEkBOMNvypsKYg,autor,@HectorCarranza-u4j4o,1,1,,,,/@HectorCarranza-u4j4o
a:UCpsKOkt5iWTbenzeuq7dsmQ,autor,@inge_vergueta,3,3,,,,/@inge_vergueta
a:UCDftMWXQoJ6nONfY7GVOVjg,autor,@luisgpacheco5858,1,1,,,,/@luisgpacheco5858
a:UCYwpX26TrCxq8TvbKGRYLXA,autor,@beneficioelcaminovillacana8540,1,1,,,,/@beneficioelcaminovillacana8540
a:UCUIIIPTVDVHAXqhC_5V6lPA,autor,@gorrarota,1,1,,,,/@gorrarota
a:UCzZ6dDCEsLMXbc5pCFXIprw,autor,@josegil3813,2,2,,,,/@josegil3813
a:UCNIeXbV_mEwpa412h1aqUWw,autor,@juandeleon9060,1,3,,,,/@juandeleon9060
a:UC_6KbBY1bsYXz9fwFS0eQRg,autor,@imrcp5694,1,1,,,,/@imrcp5694
a:UCDQaQv0hr2SS_PO-CMEwVHg,autor,@federicosaquimux1933,1,1,,,,/@federicosaquimux1933
a:UCefAH1MbvADWUjE9WVcB9EQ,autor,@jabriz8152,1,1,,,,/@jabriz8152
a:UCEHXl4VvvVpq-_4xC5tsbhg,autor,@anibalg47,1,1,,,,/@anibalg47
a:UCeQk-WfEA-cJRq4EKeE7TOw,autor,@franciscojuarez9223,1,1,,,,/@franciscojuarez9223
a:UCkd9W714-947dEE6ZOEBATA,autor,@ARGELIATELON,1,2,,,,/@ARGELIATELON
a:UCljDbleJul41G1TzOjOZAVA,autor,@hectorcarranza3777,1,1,,,,/@hectorcarranza3777
a:UCGGHbtfbbe0o68etrOf0qxw,autor,@karensussetteleonvargas9794,1,1,,,,/@karensussetteleonvargas9794
a:UCVdjCrh4tQoX3haNAZv-n5A,autor,@aurahernandez5646,1,1,,,,/@aurahernandez5646
a:UCZeIIQrGAedW8tCbKWmGY-A,autor,@mariocordon8873,1,1,,,,/@mariocordon8873
a:UCFUuDARXdmmIrLppEqf-rFg,autor,@allanmunoz7410,1,1,,,,/@allanmunoz7410
a:UCCUmP4PlbwgikVFpYwbtRTg,autor,@alhvi,1,1,,,,/@alhvi
a:UCfXykdbSU97rj987LDUGfvg,autor,@MariaSantos-c8y3h,1,1,,,,/@MariaSantos-c8y3h
a:UC4Avya4kmR4Q0FrfFdBozSQ,autor,@davidlima1348,1,1,,,,/@davidlima1348
a:UChep9kVb5gQmpodEEl10Xlg,autor,@carlosaguilar-kz7ml,1,1,,,,/@carlosaguilar-kz7ml
a:UCtsxPYw8VUsH_FfnKg-0lmw,autor,@AlejandroPérez-b6r,1,1,,,,/@AlejandroP%C3%A9rez-b6r
a:UCRlCV9zSn7avAWh-9_XFWqQ,autor,@ronyarana8849,1,1,,,,/@ronyarana8849
a:UCfo_yUPzy1f1POwwZxhZ06Q,autor,@lara11roberto,1,1,,,,/@lara11roberto
a:UCTylKrsqkrBKIqubMu_5N0Q,autor,@edwingeovanymarroquinmarro6684,1,1,,,,/@edwingeovanymarroquinmarro6684
a:UC5hvEnRUzI4Kfvwnyi4QxqQ,autor,@leonelsantizo5281,1,1,,,,/@leonelsantizo5281
a:UCVhif9eV0f8plICen2DnpKA,autor,@blogarteplus,1,1,,,,/@blogarteplus
a:UC1vr9aaMI2crB0NvwFHUeoQ,autor,@JoseSimilox-p6e,1,1,,,,/@JoseSimilox-p6e
a:UCEgEQmRbtL5fwr9_DqAC--g,autor,@ArielRodas-g5y,1,1,,,,/@ArielRodas-g5y
a:UCIUhbSCy3-SGRe5UtqM4fzQ,autor,@jeanmorales1677,1,1,,,,/@jeanmorales1677
a:UCozFYHN0e_-vlQbX3wQGOug,autor,@jesusguzman2321,1,1,,,,/@jesusguzman2321
a:UCQMMuADgqWUOcJpLwHOzC-g,autor,@Ripped-Yoda,1,1,,,,/@Ripped-Yoda
a:UC-QOpE7GOxlXcHZ8b7HbQKA,autor,@mariaalexander427,1,2,,,,/@mariaalexander427
a:UC0RpuMwkDKJYqgKHtsJRuWQ,autor,@sabinamarinaguerra3248,1,1,,,,/@sabinamarinaguerra3248
a:UC-HeUTT6_g-VoiWds2a4H-w,autor,@JorgeMunoz-gd9et,1,1,,,,/@JorgeMunoz-gd9et
a:UC2Y_EHWQKevubk4vOEBBFxw,autor,@alfonsomorales2653,1,1,,,,/@alfonsomorales2653
a:UCwEe1RKlEv1UpNWmWYfSh4w,autor,@marioramirez299,1,1,,,,/@marioramirez299
a:UCQtICyzWmhC5woCtbNgaSmg,autor,@nestormendez6216,1,2,,,,/@nestormendez6216
a:UCDlr1VadSucIZgZ171pRBjQ,autor,@cuabatzjj5924,1,1,,,,/@cuabatzjj5924
a:UCxKR3RA8T-kxMgq_2WWhRcQ,autor,@elenaluarca9377,1,1,,,,/@elenaluarca9377
a:UCJxJC56BSAX-ArD0NAb9qnQ,autor,@alfonsowilian9157,1,1,,,,/@alfonsowilian9157
a:UCqilIa8r7iek5sGYg_q6ofA,autor,@rolandojuchuna484,1,1,,,,/@rolandojuchuna484
a:UCyor0Mmm0ivLX2jIdyGp84Q,autor,@MiguelJordan-n3g,1,1,,,,/@MiguelJordan-n3g
a:UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,@carloslam5333,1,1,,,,/@carloslam5333
a:UCz3gu01bmjNv0DpRq-K3XYg,autor,@eusebiovasquez4385,1,2,,,,/@eusebiovasquez4385
a:UCuXmOjxC-htcprLgeVXz6Tg,autor,@jorgeaguilar-bq3uj,1,1,,,,/@jorgeaguilar-bq3uj
a:UCySYJU5kUh7X8gVt9la2ISA,autor,@dantesarti4351,1,1,,,,/@dantesarti4351
a:UCHTGCgY2l-DQJIvlA_cpa_Q,autor,@virgiliogarcia3039,2,3,,,,/@virgiliogarcia3039
a:UCPNXmbOBVeC4HS-xemvcPtQ,autor,@BelkisRodriguezRamirez,1,1,,,,/@BelkisRodriguezRamirez
a:UCtUR3_CAiE7fCoZHM6cMfyQ,autor,@mdelcid01,1,1,,,,/@mdelcid01
a:UCGj2v6Gl5bN8NSrzJMXS-CA,autor,@juliogutierrez492,1,1,,,,/@juliogutierrez492
a:UCbrtvygfRT6QXqWDNrOf-cA,autor,@Alejandro00710,2,2,,,,/@Alejandro00710
a:UCOh6DaZC_x9HASnlRylEMfw,autor,@AndresMedina-v1s,1,1,,,,/@AndresMedina-v1s
a:UCL1MT278vSaQ83ZDkVWn1gw,autor,@elmorodriguez6978,1,1,,,,/@elmorodriguez6978
a:UC8G5cJONY8L9voMyBW8Eoug,autor,@luisparedes-pw6qt,1,1,,,,/@luisparedes-pw6qt
a:UC7VUuJr9cGh845CmTvf7TlQ,autor,@LuisCastillo-oz4df,1,1,,,,/@LuisCastillo-oz4df
a:UCFhxtoeARHPnXXPcDrOU3Xg,autor,@diegoalejandrolopezmendez205,1,1,,,,/@diegoalejandrolopezmendez205
a:UCAlzM_N6xBlMYmM8EBzX86Q,autor,@carlossoto3252,1,1,,,,/@carlossoto3252
a:UClqA491Xa5fQcXcJJa-vTWw,autor,@AndresLemus-k2d,1,1,,,,/@AndresLemus-k2d
a:UCvDwJBBY1mHK70aTEYl6rsA,autor,@cristianescobedo8296,1,1,,,,/@cristianescobedo8296
a:UCWWkebAekppaL5b5CNlppuw,autor,@ninettmartinez425,1,1,,,,/@ninettmartinez425
a:UCjmPuazZJzscrwvk0QR9RVw,autor,@mynorrodas8591,1,1,,,,/@mynorrodas8591
a:UCipetjeiWj4CZB6EbyYziZg,autor,@OseasSamayoa-ol5rz,1,1,,,,/@OseasSamayoa-ol5rz
a:UCZIQnb1fkwe39Iw2TAu-bGA,autor,@jorgegomez2237,1,1,,,,/@jorgegomez2237
a:UCTP3O0rMnc8z8v8jaDQwL0w,autor,@RobertoZelaya-x1v,1,1,,,,/@RobertoZelaya-x1v
a:UCsUCN0Yq_UyTvKjOJLmNrnQ,autor,@moisesvaldez4043,2,2,,,,/@moisesvaldez4043
a:UC3UVO7pTbeYvZ3ILEyRDskQ,autor,@rosaelenaargueta79,1,1,,,,/@rosaelenaargueta79
a:UCuP4UK33HKtJE_S39ksmaTw,autor,@herbertaguilar1387,1,1,,,,/@herbertaguilar1387
a:UClsrFGJKWPxxw7MiaEdKLXw,autor,@ericapaz5406,1,1,,,,/@ericapaz5406
a:UCg3eIfd7BrsLEqS0BLkftHA,autor,@ErmePérez-q4s,1,3,,,,/@ErmeP%C3%A9rez-q4s
a:UCq3mDTTRZnUybct5M9OSXbg,autor,@MacoMorales-i2i2d,1,1,,,,/@MacoMorales-i2i2d
a:UCGzXwyCzMzGmjmCbH3Hg01Q,autor,@FidelZacarias-ph7dy,1,1,,,,/@FidelZacarias-ph7dy
a:UC0HvfEWozTHbwl_iEmJNvVA,autor,@OttoPalencia-b7r,1,1,,,,/@OttoPalencia-b7r
a:UC14qlobYKqD-DO0j6b75lcA,autor,@megavision4488,1,1,,,,/@megavision4488
a:UCiGRBf2RNF0WRKhRVT7zFoA,autor,@edwinavila4876,1,1,,,,/@edwinavila4876
a:UCa36MjQLoPAmgJo-R3G8WQA,autor,@elsasalguero6914,1,1,,,,/@elsasalguero6914
a:UC3YpzAr7pcdKC7BVFEpYzog,autor,@carmenfigueroa1232,1,1,,,,/@carmenfigueroa1232
a:UCQqlPPUGqAfWjd-FSh_qn7Q,autor,@estuardoargueta137,1,1,,,,/@estuardoargueta137
a:UC8r11yOugM2NuRfitQOxLLg,autor,@cesaraugustomoralesmonroy6907,1,1,,,,/@cesaraugustomoralesmonroy6907
a:UCusjriFsDHEc2AOjqk-p5ig,autor,@pablobarrios7931,1,1,,,,/@pablobarrios7931
a:UC5fvhAfm89JH8eDFdvc0xYw,autor,@isaidiaz2388,1,1,,,,/@isaidiaz2388
a:UCAV7QIjYhbDJaycQycM_0eQ,autor,@mariavail8998,1,1,,,,/@mariavail8998
a:UC3E9mAgP7VoAE5mZoAexl5g,autor,@EnnioAroche,1,1,,,,/@EnnioAroche
a:UCB5p8a5gklc80jJItP6xTHg,autor,@ernestogamboa8737,1,1,,,,/@ernestogamboa8737
a:UC1NiEdJ7gk6FlDexIalWnGg,autor,@BorisTebalán,1,1,,,,/@BorisTebal%C3%A1n
a:UCdQAuWwyC99MB7Y02Umj26Q,autor,@miguelbran1268,1,1,,,,/@miguelbran1268
a:UCtowGNY2lnlg6O2CkwDgkLg,autor,@taniagabrielacelis8434,1,1,,,,/@taniagabrielacelis8434
a:UCp_dAUfv8i3LW3zWc24dLaQ,autor,@MarioCortez-o6v,1,1,,,,/@MarioCortez-o6v
a:UC_NRVt2UP88ZNTwzrZ66JSg,autor,@aditalissethevasquezrojas8039,1,1,,,,/@aditalissethevasquezrojas8039
a:UCylqlpsh8ENNM1LqgQ1KbxA,autor,@Jel.Awesh.M,2,3,,,,/@Jel.Awesh.M
a:UCRvPToDkkumha7WJAfCDk1A,autor,@ligiaguerra3057,1,1,,,,/@ligiaguerra3057
a:UCPZueDLrCS4BmTBRMA4q0fA,autor,@kevinochoa3695,1,1,,,,/@kevinochoa3695
a:UCHMQ_lDhibZ-XZ_3fo6oxwg,autor,@crislexrubi4387,1,1,,,,/@crislexrubi4387
a:UC7dadZG7kkGYnsNu6td0FbA,autor,@lesolorzano,1,1,,,,/@lesolorzano
a:UCrJn_rbo_ENAdeqneS-RmRw,autor,@josecarrera9623,1,2,,,,/@josecarrera9623
a:UCFFrEmn6lPYiWyElpfzTy5Q,autor,@denilsonlopez4083,1,1,,,,/@denilsonlopez4083
a:UCNiMNUJvaRJb0_QLClqwVnA,autor,@Santiago.Nolasco,1,1,,,,/@Santiago.Nolasco
a:UCs_5qeqdku9tGAq22y3OcuQ,autor,@alexandrevasquez4135,1,1,,,,/@alexandrevasquez4135
a:UCCBYcToQ2dwkd6TJh0FSyDg,autor,@lidiarodriguez3493,1,1,,,,/@lidiarodriguez3493
a:UCxcoDvP-g2_KTZDmVZtvb3w,autor,@angelmartinez9523,1,1,,,,/@angelmartinez9523
a:UCW-JC6lebVmf2P1dmY_L94g,autor,@dinoraoroxon5771,1,1,,,,/@dinoraoroxon5771
a:UCgJNFj5dnxXpcMvmuhZDPxA,autor,@NataliaRodriguez-rx5mr,1,1,,,,/@NataliaRodriguez-rx5mr
a:UCFoIAE8k82D6AV-8gjjKaNg,autor,@eddymunoz9789,1,1,,,,/@eddymunoz9789
a:UCe8JZoYkX5oKUZyivHYdXhw,autor,@FernandoGarcia-jg1fj,1,1,,,,/@FernandoGarcia-jg1fj
a:UCnU8wO1OurAmGstDw6VGjgQ,autor,@cmorera21,1,1,,,,/@cmorera21
a:UCf5lnNZF7Qrtli9v4N_23WQ,autor,@CarlosCortez-v5r,1,1,,,,/@CarlosCortez-v5r
a:UCW80DaMjQlEUibC98Cot-Dg,autor,@rogeraldana4289,1,1,,,,/@rogeraldana4289
a:UCDrmf9y9nLgFY5wnA2hTuGA,autor,@laboratorio5528,1,1,,,,/@laboratorio5528
a:UCTD6q1nyIe3Y7HhqjaMj72w,autor,@JuanChang-r6k,1,1,,,,/@JuanChang-r6k
a:UC0aEyakBPqcBkVJiErfSupQ,autor,@jhonymanuel9891,1,1,,,,/@jhonymanuel9891
a:UC650pRT-OYzny3GwOH8Cgfw,autor,@edvinparedesherrera7632,1,1,,,,/@edvinparedesherrera7632
a:UCWoAVGVqCn4xtINCMOTM4jg,autor,@OmarMartinez-vv8re,1,1,,,,/@OmarMartinez-vv8re
a:UCDPWkUX3sNNaCx-m1dV4glA,autor,@hectoroliva949,1,1,,,,/@hectoroliva949
a:UCsGoJEvb-cFPZ2rWoJcXzEQ,autor,@sergiohinestroza9709,1,1,,,,/@sergiohinestroza9709
a:UCXXh7yg5KUFIWylTiKVEFKQ,autor,@MrDuenderojo,1,2,,,,/@MrDuenderojo
a:UCfM3nrxtTQMY5jFx1v1J4Gg,autor,@edgarroldan5539,1,1,,,,/@edgarroldan5539
a:UCp4iw5_5SmV9VGTFSNVGOmQ,autor,@CARLOSSTREMS51,1,1,,,,/@CARLOSSTREMS51
a:UCIp19h9igblA2YKfSLPDAug,autor,@JoseReyes-rn6sh,1,1,,,,/@JoseReyes-rn6sh
a:UCwha8rxULYMVtNwZWeSkE1A,autor,@mariasamo8637,1,1,,,,/@mariasamo8637
a:UCHbwIx9pmQuf7i-4_xO2EpA,autor,@caminoseternos752,1,1,,,,/@caminoseternos752
a:UCu8_3-Wg-YzNyvHYQDEscfw,autor,@RolandoCastroPérez-d7y,1,1,,,,/@RolandoCastroP%C3%A9rez-d7y
a:UCIgoiXdIKJyUGmUoH2Lxdzg,autor,@susievidal4134,1,1,,,,/@susievidal4134
a:UCXN2s7DwTJm33xO-pNkAdaA,autor,@edithsan7688,1,1,,,,/@edithsan7688
a:UCgLrWFdYitoP-b7-PxtUr-w,autor,@zetag,1,1,,,,/@zetag
a:UCAKuKvcbfnBD3kF5njNu-IA,autor,@melvinlopez7096,1,1,,,,/@melvinlopez7096
a:UCFxE8GbokBrBsPEKM1xrOjQ,autor,@JuanDavila-qd7qj,1,1,,,,/@JuanDavila-qd7qj
a:UCk4O-J1BhoqPmig1KLGJePA,autor,@lazarobarillas3575,1,1,,,,/@lazarobarillas3575
a:UCUoYsrx1oZnCZ0usbBJn4fA,autor,@AnaDiaz-re9sq,1,1,,,,/@AnaDiaz-re9sq
a:UCHu8x4MVkayU6VgwVKd--MQ,autor,@Hernandez-i1o,1,1,,,,/@Hernandez-i1o
a:UC-jS_kA9w-OmpupXDx156Rg,autor,@simoncreyesc7579,1,1,,,,/@simoncreyesc7579
a:UChT7pzGytNd92Nmvi-zuWog,autor,@sparkvalkov,1,1,,,,/@sparkvalkov
a:UChZknRmJkeGeQk0-mQuhDOg,autor,@OdilioRodríguez-c5w,1,1,,,,/@OdilioRodr%C3%ADguez-c5w
a:UCOARn3hnfkB7-_Rwa8Hoqcw,autor,@nicelol5241,1,1,,,,/@nicelol5241
a:UC9Wp6vL5oCU37qC3Aj94WZA,autor,@ManuelSanchez-b8q2z,1,1,,,,/@ManuelSanchez-b8q2z
a:UCIXLDYqR_syskKRJy_x9W9Q,autor,@carlitosramirez4739,1,1,,,,/@carlitosramirez4739
a:UCYN4wSQ1Sx4_LurxLlW7MPg,autor,@belarminavillatoro6474,1,1,,,,/@belarminavillatoro6474
a:UCTTILH6QCIxbTnEWxwRqs1g,autor,@3762Jorge,1,1,,,,/@3762Jorge
a:UC5bG9nc_JV3FsNP2KseQiYw,autor,@giovannirodas4836,1,1,,,,/@giovannirodas4836
a:UCKDR0f2fu2UzWL8mBv5-BHw,autor,@mireyamorales6595,1,1,,,,/@mireyamorales6595
a:UCbYoNG5J3Au5BqtbXogfEFw,autor,@Luis-gn3fj,1,1,,,,/@Luis-gn3fj
a:UCl0ekS9Tt0jJGtOEM18S63w,autor,@monkchapin,1,1,,,,/@monkchapin
a:UCVQf0tzL7xRzFJsABVVULpg,autor,@DennisseLopetegi,1,1,,,,/@DennisseLopetegi
a:UCsSXdJct-nsS8DsABoEsaYA,autor,@IvánPérez-j4j,1,1,,,,/@Iv%C3%A1nP%C3%A9rez-j4j
a:UC9xr9QvIcDvoZNUX5f-jaZw,autor,@MariaaliciaColonmorales,1,1,,,,/@MariaaliciaColonmorales
a:UCpl8rF8uv_8uui-QRvuJaRA,autor,@SergioGarcia-z9c,1,1,,,,/@SergioGarcia-z9c
a:UClhMWQ7XKWywYvbRnuf8QsA,autor,@EcPerez-zz9oh,1,1,,,,/@EcPerez-zz9oh
a:UC4kg7zuTfqQKLd2bkZrSYBA,autor,@zoilagarcia9019,1,1,,,,/@zoilagarcia9019
a:UCbNanjFI51cwGqMAb2rOrBw,autor,@RosaMontesdeOca777,1,1,,,,/@RosaMontesdeOca777
a:UC2weSE8rpqkGMOp6StYtVfg,autor,@katerynsantiago2907,1,1,,,,/@katerynsantiago2907
a:UCyzf29IYjNw67gGIfsjgtxA,autor,@carlosoliva9249,1,1,,,,/@carlosoliva9249
a:UCaT6M2zp7X6r6Whd8Vv3kHQ,autor,@alexarcos8349,1,1,,,,/@alexarcos8349
a:UC3NMzdMYryaw82kPTnsaljg,autor,@marisosa7832,1,1,,,,/@marisosa7832
a:UCSou6a2OuYGSvPjm5psquyA,autor,@FranciscoRivera-sf7ne,1,1,,,,/@FranciscoRivera-sf7ne
a:UCtNyHmRZtvGF2hSvI2dUBWw,autor,@aureliomaldonado4793,1,2,,,,/@aureliomaldonado4793
a:UCGqKxQS-z3NZzZF-2w338AA,autor,@samuelaguilar529,1,1,,,,/@samuelaguilar529
a:UCXO1BBohNWXkK9SBDAG2ySg,autor,@JBFlute92,1,1,,,,/@JBFlute92
a:UChyps3dqY-VY1_wLeq-2lhw,autor,@maydamorales4395,1,1,,,,/@maydamorales4395
a:UCXgr7vXlRrsaskPdo097kGA,autor,@Rogergh-nw4oj,1,1,,,,/@Rogergh-nw4oj
a:UC4cXueR2bKGFJV0Fk76gwmA,autor,@aluxdel4792,1,1,,,,/@aluxdel4792
a:UCmvOgzmmXbjUthHy-WJ52hQ,autor,@mariorodas593,1,1,,,,/@mariorodas593
a:UC6xI_MOaxajIWpoP8BH6E_Q,autor,@jahirdiaz5862,1,1,,,,/@jahirdiaz5862
a:UCtMBF_1O2jY2INlb_luuB_A,autor,@mynorgudiel8646,1,1,,,,/@mynorgudiel8646
a:UCrqXyRsg-_hTosURZ-uvoKg,autor,@flornolberto2425,1,1,,,,/@flornolberto2425
a:UCGZMgmM92E3njyXNe9-kjAQ,autor,@pasionpornada,1,1,,,,/@pasionpornada
a:UCOY3XpD9qMCRSA8AA8c4CAw,autor,@franciscorodas9686,1,1,,,,/@franciscorodas9686
a:UCfRqgt2O-vjzUDMZY_tnxQw,autor,@Williams-Garcia67E,1,1,,,,/@Williams-Garcia67E
a:UCjJf-AJKRFFWtiN-CSwkDmA,autor,@2jose82,1,1,,,,/@2jose82
a:UCBtB5dIyx-C16UN8ClUD2UA,autor,@alexmonzon4257,1,1,,,,/@alexmonzon4257
a:UCDUffaruH6dyUnUGwsTKpgg,autor,@luisletona2842,1,1,,,,/@luisletona2842
a:UCgGqw4aqMdMVSGkKiMgrJRQ,autor,@pattyfigueroa5609,1,1,,,,/@pattyfigueroa5609
a:UC32oozucwCF3q8d4m8fyOUg,autor,@RauldejesusOlivagonzalez,1,1,,,,/@RauldejesusOlivagonzalez
a:UCvApqeCbLod-wejtT4CcVuA,autor,@davidgaher9550,1,1,,,,/@davidgaher9550
a:UCHGd14aYuZZShLD73dkk6mg,autor,@noemiherrera3152,1,1,,,,/@noemiherrera3152
a:UCiMythXHsw7eQEMykCdmMUA,autor,@JavierBecerra-h6x,1,1,,,,/@JavierBecerra-h6x
a:UC-fiZBS5Gp1eCJd9ucgWnCg,autor,@Tommii.10,1,1,,,,/@Tommii.10
a:UC5PrBbmUlQolwqmiru7yZhw,autor,@lazarochavez8269,1,1,,,,/@lazarochavez8269
a:UC094EFEmMSdwVa8NQjjYBXg,autor,@CelestinoQuej-j7k,1,1,,,,/@CelestinoQuej-j7k
a:UCGm3gRBEHGRJYmtCryZLtDw,autor,@JoséLopez-g6k,1,1,,,,/@Jos%C3%A9Lopez-g6k
a:UCwUAv3_LpWVtTIi7lkmTL7A,autor,@kingr4706,1,1,,,,/@kingr4706
a:UC5wuDq3U3vRAhOQI3D7gNdw,autor,@allanreneramirezgonzalez534,1,1,,,,/@allanreneramirezgonzalez534
a:UCsJJAvrVGupdmhOqgtDp8dg,autor,@nestorlorenzana1168,1,1,,,,/@nestorlorenzana1168
a:UCtNfIBnc5S5DbbQj_yxgJTw,autor,@JosueRamirez-ey3ih,1,1,,,,/@JosueRamirez-ey3ih
a:UC-Iul5tDYH_oiAMXQH-KaaQ,autor,@AlbertoMancilla-p9h,1,1,,,,/@AlbertoMancilla-p9h
a:UCyW68EGZey4ao_Vf2cR5Ztg,autor,@ZabalaXabier,1,1,,,,/@ZabalaXabier
a:UCZjm6U576nX8WOiLhmMR3bw,autor,@MariaNavarroYT,1,1,,,,/@MariaNavarroYT
a:UC_LYoGs5C3mbZKZuKuqYCvw,autor,@javiercifuentesarchila6041,1,1,,,,/@javiercifuentesarchila6041
a:UCRfkkatKrNtAARnXMMYBGlA,autor,@BernerSoza-mg3vx,1,1,,,,/@BernerSoza-mg3vx
a:UCA93ym2TXs_Ibyxb4Vcn-6Q,autor,@oswaldosolis8728,1,1,,,,/@oswaldosolis8728
a:UCAmtbUiIrUIhikru0ZoTFig,autor,@Aura-vf6dm,1,1,,,,/@Aura-vf6dm
a:UCr1emrogPKkKTs_WTtx71xg,autor,@domingopeneleu6457,1,1,,,,/@domingopeneleu6457
a:UCRznz9-N3Qc1w-qNdLSIY2Q,autor,@jimmygomez724,1,1,,,,/@jimmygomez724
a:UCY7Hq7F9Lnucf-Yr6JkHZNw,autor,@maynorcalel1442,1,1,,,,/@maynorcalel1442
a:UCjSKM9j0Q7HLDr1hD6D-TUw,autor,@josehidalgo4875,1,1,,,,/@josehidalgo4875
a:UCwCfs-2zbD5k0lG-UVg_JBw,autor,@JessicaHuaz-96,1,1,,,,/@JessicaHuaz-96
a:UC8xlJWNHz1V_W6q3fbuQH8g,autor,@NormaLópez-v7e,1,1,,,,/@NormaL%C3%B3pez-v7e
a:UCgQJgI9vu1FI2dnC9mrFthw,autor,@srms70,1,1,,,,/@srms70
a:UCRETAiYdh2dL5ZxB0_N1zDA,autor,@Joseroland21,1,1,,,,/@Joseroland21
a:UCi-vPdnpQreC7BkFs40mJGA,autor,@bryansicasales4280,1,1,,,,/@bryansicasales4280
a:UCsjs5Hp_r86x1xbK6FAeqaA,autor,@alvaroesquivel563,1,1,,,,/@alvaroesquivel563
a:UCRcSR3Lvn9DZAmJpVPANfZQ,autor,@WalksandSuch,1,1,,,,/@WalksandSuch
a:UCGX_UbAQOXGZknv5iqklwTA,autor,@ronaldgarcia8522,1,1,,,,/@ronaldgarcia8522
a:UC-hfX8J5JPJ-dfuakzegMLA,autor,@normaleticiaorozcojuarez2418,1,1,,,,/@normaleticiaorozcojuarez2418
